lon,lat,elevation
75.9237440104204,17.627838386342347,451.23620356542085
75.92469785834217,17.627571795691452,468.5214291922975
75.88879924684665,17.612728653049004,461.95981825434217
75.88883963726529,17.61401895585869,457.9597545259111
75.88880565048028,17.61444702864581,444.6805592132731
75.88876607097795,17.615011148725557,444.67983561008606
75.88859791611561,17.6149848605395,441.742508365046
75.8881933584676,17.614971460330086,465.9852843732481
75.88744641332393,17.614966855122788,458.03345035229626
75.88721398969867,17.614952612987103,461.2421773338814
75.88670320859758,17.61491159406168,440.61753482887406
75.88655518664545,17.614888767072447,469.09729556485985
75.88603442828685,17.61486181483452,464.97327922401263
75.88560739115417,17.614840524212024,446.3701733203483
75.88483569367806,17.614833866204172,445.45474901621304
75.8844134187267,17.614830221646457,445.502135295603
75.88440249105852,17.6154674945026,449.12726728878613
75.88378592862914,17.61548713224427,455.74269294896715
75.88338207986806,17.615502950453266,452.95835055926347
75.88326597167456,17.61550749810078,448.73687420594126
75.89549352517399,17.680412346579885,458.35558684167137
75.89536219538985,17.68011321816753,444.18481581956127
75.89535302754761,17.68011708857015,448.7643394560565
75.89522441679075,17.679839774730294,450.99085529881074
75.89511180388212,17.68021892614152,453.6820995265111
75.89498319340741,17.679941612133426,463.5552788417904
75.89485988103439,17.68032528016293,445.9902134647508
75.89473127085436,17.68004796597919,455.42703315240834
75.89460896622013,17.680431208185706,457.77243706586125
75.89448035633363,17.680153893826972,441.3935123815999
75.8943542587288,17.680538736905348,458.22634555704315
75.89422564914024,17.680261422368943,445.11572371061874
75.89409739598202,17.680642333004485,441.9515477895584
75.89396878669774,17.680365018288693,468.4665661176
75.89384926689819,17.680742199733267,468.96896099223676
75.89372065790802,17.68046488484413,464.2519204434938
75.8953517471235,17.679788628791975,449.13841307520113
75.89547112532587,17.680067908217783,442.9301634201915
75.8940515510108,17.67887437590424,460.5269907953647
75.89402258150598,17.678495755208605,453.204574812188
75.89436173879571,17.678884747634708,443.66114704534334
75.89438821316133,17.67847386539573,454.8553073033381
75.89447886736697,17.678889969277154,441.0316556334566
75.89450969096038,17.678497712318155,467.27961206236347
75.89474795918451,17.678917620794444,447.7633994480005
75.89477548622078,17.678514797712197,459.87566853061946
75.89494507102009,17.67896937062804,449.35133228268234
75.89509232060514,17.678620660185732,455.60204063533433
75.89519182138834,17.67908038513337,456.40130838029836
75.89537926076905,17.678736145759252,445.5456336657658
75.8954082743083,17.6791967544748,469.08753883293673
75.89560771611336,17.678841756597652,463.2539847008334
75.89497078887312,17.678980244442528,468.1849682469257
75.89525100358915,17.679591099628734,466.8448205128295
75.90957853084184,17.69087966899499,457.93699936433256
75.90952768849768,17.69118051858962,467.65622705069353
75.90971364810576,17.690247155012024,442.6547750615576
75.91834759203697,17.64937352073311,445.8794858725744
75.91770985406602,17.64902754857583,441.35681866731613
75.91285894510949,17.655380229652767,449.7599099228979
75.91399629397921,17.655286762842245,451.66031869068445
75.91296244226834,17.656354028827522,448.1404709532169
75.91409979714624,17.656260561149413,464.86212527455785
75.9129141093253,17.655899268410632,450.70259980080766
75.91405004085728,17.65579946419113,448.42803529062144
75.91333386914732,17.656323505743995,456.28088249474746
75.913367555666,17.656811303785837,444.2277267492429
75.91380727847594,17.656284600930228,464.0659094226212
75.91384771977187,17.656763453448743,442.23651931039313
75.91284352704957,17.655235160837638,469.6066080980155
75.91399059145205,17.655134347288868,463.1673430788997
75.94377117010609,17.66873258652937,445.96147044602515
75.9439738999268,17.66924984003966,440.16566351370807
75.9440599753681,17.668625653682234,464.463842853645
75.94422764182865,17.669062377479246,461.2057203154285
75.9442462962118,17.668195573290184,461.87021504122964
75.94408538222666,17.667748598097603,463.1381104005784
75.89539373881705,17.64578332695933,442.2213395520227
75.89472373695136,17.645730304243518,450.7539718563282
75.89535322559726,17.646180558647913,443.4760717857539
75.89468780048176,17.646129963298193,465.8931027762678
75.89531161826103,17.646592148147107,458.69894380482674
75.89462274565633,17.646536002311898,449.9269407455795
75.89527094528012,17.64699449339571,441.9067505085807
75.89459112225474,17.64695893189144,449.3294696514699
75.89610244566067,17.64671533048649,449.7554996608024
75.89549402061034,17.646657073426372,461.8881853501419
75.89595508083508,17.645884245355305,459.1267241406564
75.8954630845904,17.645840221662137,466.6163822772898
75.89575793811198,17.64668234392038,454.1664477548585
75.8956816757562,17.647403606576734,443.58782737814903
75.90213173170054,17.63946246644065,461.39734361668985
75.90192211873851,17.63904775085654,462.8235514585069
75.91220734854058,17.63784137505488,456.83831592708486
75.91239046201184,17.638024285481585,463.12901539863685
75.91226127680169,17.637510049367652,454.8138678909317
75.91259668371205,17.637851191907075,455.6819848814598
75.90738655578534,17.637653343951236,452.82623055075646
75.90786208632986,17.637490796467702,440.76257380232283
75.90236153189815,17.63063168847037,443.2367428097991
75.90235690512505,17.6293093661797,440.94287557060204
75.90200344184998,17.630636556605978,459.0923123379134
75.90195001430088,17.629343673025197,449.4306794322898
75.90167011692124,17.630641087482445,455.25712073494105
75.90162323736342,17.629342649632907,467.2269942177828
75.90131145108174,17.63064596218828,447.47876687446626
75.9012758086061,17.62936159545263,452.3114876910689
75.90069018110815,17.629338709593522,462.66653415629145
75.90067669506199,17.628949718955578,446.86394496474867
75.9004671478319,17.629346070130197,442.3093972948638
75.9004645082254,17.628941441801416,448.69254358741307
75.90024885087857,17.62935327411452,444.8366386176201
75.90024416099989,17.628933048829207,467.8909295702772
75.90003432144901,17.629360353531798,464.2436113869325
75.90002772254812,17.628954783800204,459.0021126953127
75.90014112570762,17.629356829047257,466.14381770563153
75.9001509073187,17.629943439812816,464.11016230697345
75.9005731760407,17.630649221889545,445.5971017665811
75.9005727281426,17.63002691226099,466.7767699546993
75.90025697316827,17.63064848217167,456.1802672574695
75.900240802813,17.6300446022038,464.22320465492186
75.90842565811,17.635615394067884,466.8827389977048
